"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C12283838","GHES:Verify that Error Authenticate with GitHub is displayed when trying to do any Git operations on project connected to Github after clicking GitHub Deauthentication button","Dinesh Babu","11/17/2022 10:07 AM","","1. Error message """"Authenticate with GitHub"""" should be displayed","","GitHub","Naveen Kumar","User connected to GHES","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button
5. Navigate to Project that is connected to GitHub
6. Add/remove/update an asset and Commit to Github","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12283839","GHES:Verfiy that GitHub Deauthentication works for all types of users","Dinesh Babu","11/17/2022 10:07 AM","","1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed","","GitHub","Naveen Kumar","","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12283840","GHES:Verify that by clicking the GitHub Deauthentication button user is able to Deauthenticate from GitHub only on the current org","Dinesh Babu","11/17/2022 10:07 AM","","On Org 1
1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed
On Org 2
1. GitHub Username and Login details should be displayed
2. GitHub Deauthentication button should be displayed
3. GitHub Authentication button should not be displayed","","GitHub","Naveen Kumar","1. User connected to GitHub on Org 1&2
2. User on Org 1","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button
5. Select the Org 2
6. Click on the User name
7. Click on the User Profile","","","","","","","Master","S1"," Manual","UI","Naveen Kumar","2/1/2023 3:34 AM"
"C12045532","Verfiy that 'Create branch <new_branchname> from <current_branchname>' is displayed below the Branches/Tags dropdown when user edits the Branches/Tags field","Dinesh Babu","9/23/2022 9:42 AM","","1. 'Create branch <new_branchname> from <current_branchname>' should be displayed below the Branches/Tags dropdown","22s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal
3. User checked out a branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type in a new branch name.","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045533","Verfiy that when the user clicks 'Create branch <new_branchname> from <current_branchname>' the new branch is created and the name is displayed in the Branches/Tags field.","Dinesh Babu","9/23/2022 9:42 AM","","1. The newly created branch name should be displayed in the dropdown","42s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal
3. User checked out a branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type in a new branch name.
6. Click on 'Create branch <new_branch> from <current_branch>'","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045534","Verfiy that when the user clicks 'Create branch <new_branchname> from <current_branchname>' the new branch is created in Github","Dinesh Babu","9/23/2022 9:42 AM","","1. The newly created branch name should be displayed","","GitHub","Dinesh Babu","1. User authenticated to GitHub
2. User logged into Snaplogic portal
3. User checked out a branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type in a new branch name.
6. Click on 'Create branch <new_branch> from <current_branch>' 
7. Navigate to the repo in GitHub/GHES and check for the created branch","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:34 AM"
"C12045535","Verfiy that user is able to select the newly created Branch name and checkout it from a project that have tracked files from different branch, after creating a branch using 'Create branch <new_branchname> from <current_branchname>' option.","Dinesh Babu","9/23/2022 9:42 AM","","1. The newly created branch should be checked out successfully","30s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal
3. User checked out a branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type in a new branch name.
6. Click on 'Create branch <new_branch> from <current_branch>' 
7. Click on the Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045536","Verify that user is able to create a new branch again after successfully creating a new branch by using 'Create branch <new_branchname> from <current_branchname>'","Dinesh Babu","9/23/2022 9:42 AM","","1. The new branch should be created","39s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal
3. User checked out a branch

","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Enter new branch name and click 'Create branch &lt;new_branchname&gt; from &lt;current_branchname&gt;'  
6. Click on the Checkout button
7. Click on Checkout GitHub Repository from the project dropdown
8. Enter new branch name and click 'Create branch &lt;new_branchname&gt; from &lt;current_branchname&gt;' 
9. Click Checkout button 

","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045537","Verfiy that user is able to select the newly created Branch name by using 'Create branch <new_branchname> from <current_branchname>' option and checkout it from a new project that dont have any files","Dinesh Babu","9/23/2022 9:42 AM","","1. The newly created branch should be checked out successfully","33s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Select the newly created branch name
6. Click on the Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045538","Verfiy that when the user clicks 'Create branch <new_branchname> from <main_branchname>' the new branch name is displayed in the Branches/Tags dropdown.","Dinesh Babu","9/23/2022 9:42 AM","","1. The newly created branch name should be displayed in the dropdown","29s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type branch name that does not exist
6. Click on 'Create branch <new_branch> from <main_branch>' 
7. Click on the Branches/Tags dropdown","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045539","Verfiy that 'Create branch <new_branchname> from <main/master>' is displayed when user types a new branch name for a newly created project where the Repository have only main/master branch in it.","Dinesh Babu","9/23/2022 9:42 AM","","1. Main/Master branch should be displayed by default in the Branches/Tags field
2. 'Create branch <new_branch> from <main/master>' should be displayed","","GitHub","Dinesh Babu","1. User authenticated to GitHub
2. User logged into Snaplogic portal
3. Repository have only main/master branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type branch name that does not exist","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:34 AM"
"C12045540","Verify that if the user enters an invalid branch name (with spaces) error message """"Please enter a valid branch name"""" is displayed","Dinesh Babu","9/23/2022 9:42 AM","","1. """"Please enter a valid branch name"""" should be displayed","19s","GitHub","Pavan V","1. User authenticated to GitHub
2. User logged into Snaplogic portal","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Enter branch name with spaces in Branches/Tags field","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045541","Verfiy that 'Create branch <new_branchname> from <current_branchname>' is displayed below the Branches/Tags dropdown when user edits the Branches/Tags field","Dinesh Babu","9/23/2022 9:42 AM","","1. 'Create branch <new_branchname> from <current_branchname>' should be displayed below the Branches/Tags dropdown","","GitHub","Pavan V","1. User authenticated to GHES
2. User logged into Snaplogic portal
3. User checked out a branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type in a new branch name.","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045542","Verfiy that when the user clicks 'Create branch <new_branchname> from <current_branchname>' the new branch is created and the name is displayed in the Branches/Tags field.","Dinesh Babu","9/23/2022 9:42 AM","","1. The newly created branch name should be displayed in the dropdown","","GitHub","Pavan V","1. User authenticated to GHES
2. User logged into Snaplogic portal
3. User checked out a branch","High","STU-1007","4.30.2.0","STU-1007: Allow creation of branches from Snaplogic UI","","1. Navigate to Managers page
2. Select a project from project space
3. Select Checkout GitHub Repositoryf from the project dropdown
4. Select the Repository from Github Repository Checkout pop up window.
5. Type in a new branch name.
6. Click on 'Create branch <new_branch> from <current_branch>'","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
